PROVINCIA,DISTRITO,NIVEL_ACESSO_CUIDADOS_PRIMARIOS,NIVEL_ACESSO_HOSPITAL,NIVEL_ACESSO_EDUCACAO,NIVEL_DE_PRECOS,NIVEL_DE_VEGETACAO,NIVEL_DE_PRECIPITACAO,NIVEL_SEGURANCA_CIVIS,NIVEL_MANIFESTACOES,NIVEL_VIOLENCIA_POLITICA,NIVEL_PRE_NATAL,NIVEL_SEM_PRE_NATAL,NIVEL_PARTO_UNIDADE,NIVEL_PARTO_ASSISTIDO,NIVEL_POS_NATAL_MAE,NIVEL_POS_NATAL_BEBE,NIVEL_TRATAMENTO_DIARREIA,NIVEL_MULHERES_ENSINO,NIVEL_HOMENS_ENSINO,NIVEL_MULHERES_ALFABETIZADAS,NIVEL_HOMENS_ALFABETIZADOS,NIVEL_MULHERES_ANALFABETAS,NIVEL_HOMENS_ANALFABETAS,NIVEL_ACESSO_AEREO,NIVEL_FONTE_MELHORADA,NIVEL_AGUA_CANALIZADA,NIVEL_AGUA_NO_DOMICILIO,NIVEL_TRATAMENTO_ADEQUADO,NIVEL_FONTE_NAO_MELHORADA,NIVEL_RENDIMENTO,NIVEL_CHOQUE_PRECO_ALIMENTOS,NIVEL_CHOQUE_PRECO_COMBUSTIVEL,NIVEL_CHOQUE_PERDA_EMPREGO,NIVEL_CHOQUE_SECA,NIVEL_CHOQUE_CHEIAS,NIVEL_CHOQUE_DOENCA_MORTE,NIVEL_NECESSIDADE_ALIMENTOS,NIVEL_NECESSIDADE_DINHEIRO,NIVEL_DE_POBREZA
Manica,Vanduzi,Muito Alto,Muito Alto,Médio,Baixo,Muito Baixa,Muito Baixo,Alto,Muito Alto,Médio,Baixo,Médio,Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Médio,Médio,Alto,Alto,Muito Alto,Alto,Baixo,Médio,Médio,Alto,Baixo,Alto,Alto,Muito Alto,Muito Alto,Alto,Muito Alto,Alto,Muito Alto,Muito Alto,Baixa
Maputo,Boane,Muito Alto,Muito Alto,Muito Alto,Alto,Muito Baixa,Muito Baixo,Médio,Muito Alto,Médio,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Alto,Muito Alto,Muito Alto,Muito Alto,Alto,Muito Alto,Muito Baixo,Muito Baixo,Alto,Muito Baixo,Muito Alto,Muito Baixo,Muito Alto,Baixo,Muito Baixo,Muito Baixa
Maputo,Cidade Da Matola,Muito Alto,Muito Alto,Muito Alto,Baixo,Muito Baixa,Médio,Muito Baixo,Muito Alto,Muito Baixo,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Alto,Muito Alto,Muito Alto,Muito Alto,Alto,Muito Alto,Muito Baixo,Muito Baixo,Alto,Muito Baixo,Muito Alto,Muito Baixo,Muito Alto,Baixo,Muito Baixo,Muito Baixa
Maputo,Magude,Muito Alto,Baixo,Baixo,Baixo,Muito Baixa,Muito Baixo,Alto,Muito Alto,Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Alto,Muito Alto,Muito Alto,Muito Alto,Alto,Muito Alto,Muito Baixo,Muito Baixo,Alto,Muito Baixo,Muito Alto,Muito Baixo,Muito Alto,Baixo,Muito Baixo,Muito Baixa
Maputo,Manhiça,Muito Alto,Muito Alto,Muito Baixo,Baixo,Média,Médio,Médio,Muito Alto,Baixo,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Alto,Muito Alto,Muito Alto,Muito Alto,Alto,Muito Alto,Muito Baixo,Muito Baixo,Alto,Muito Baixo,Muito Alto,Muito Baixo,Muito Alto,Baixo,Muito Baixo,Muito Baixa
Maputo,Marracuene,Muito Alto,Muito Alto,Muito Alto,Médio,Baixa,Médio,Médio,Muito Alto,Médio,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Alto,Muito Alto,Muito Alto,Muito Alto,Alto,Muito Alto,Muito Baixo,Muito Baixo,Alto,Muito Baixo,Muito Alto,Muito Baixo,Muito Alto,Baixo,Muito Baixo,Muito Baixa
Maputo,Matutuine,Muito Alto,Alto,Médio,Muito Baixo,Muito Baixa,Muito Baixo,Médio,Muito Alto,Médio,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Alto,Muito Alto,Muito Alto,Muito Alto,Alto,Muito Alto,Muito Baixo,Muito Baixo,Alto,Muito Baixo,Muito Alto,Muito Baixo,Muito Alto,Baixo,Muito Baixo,Muito Baixa
Maputo,Moamba,Muito Alto,Médio,Alto,Baixo,Baixa,Baixo,Médio,Muito Alto,Médio,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Alto,Muito Alto,Muito Alto,Muito Alto,Alto,Muito Alto,Muito Baixo,Muito Baixo,Alto,Muito Baixo,Muito Alto,Muito Baixo,Muito Alto,Baixo,Muito Baixo,Muito Baixa
Maputo,Namaacha,Muito Alto,Baixo,Alto,Baixo,Alta,Alto,Muito Alto,Muito Alto,Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Alto,Muito Alto,Muito Alto,Muito Alto,Alto,Muito Alto,Muito Baixo,Muito Baixo,Alto,Muito Baixo,Muito Alto,Muito Baixo,Muito Alto,Baixo,Muito Baixo,Muito Baixa
Maputo City,Cidade De Maputo,Muito Alto,Muito Alto,Muito Alto,Alto,Alta,Muito Alto,Muito Baixo,Muito Alto,Muito Baixo,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Alto,Alto,Muito Baixo,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Médio,Muito Baixo,Médio,Muito Baixo,Muito Alto,Médio,Muito Alto,Muito Baixo,Médio,Muito Baixa
Nampula,Angoche,Baixo,Médio,Médio,Muito Alto,Média,Muito Baixo,Médio,Muito Alto,Baixo,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Baixo,Alto,Alto,Muito Alto,Muito Baixo,Médio,Baixo,Muito Alta
Nampula,Cidade De Nampula,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Baixa,Baixo,Muito Baixo,Muito Alto,Muito Baixo,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Baixo,Alto,Alto,Muito Alto,Muito Baixo,Médio,Baixo,Muito Alta
Nampula,Erati,Baixo,Baixo,Muito Baixo,Muito Alto,Média,Médio,Médio,Muito Alto,Baixo,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Baixo,Alto,Alto,Muito Alto,Muito Baixo,Médio,Baixo,Muito Alta
Nampula,Ilha De Moçambique,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Baixa,Baixo,Alto,Muito Alto,Médio,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Baixo,Alto,Alto,Muito Alto,Muito Baixo,Médio,Baixo,Muito Alta
Nampula,Lalaua,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Alta,Baixo,Muito Alto,Muito Alto,Muito Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Baixo,Alto,Alto,Muito Alto,Muito Baixo,Médio,Baixo,Muito Alta
Nampula,Larde,Baixo,Muito Baixo,Muito Baixo,Muito Alto,Baixa,Baixo,Alto,Muito Alto,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Baixo,Alto,Alto,Muito Alto,Muito Baixo,Médio,Baixo,Muito Alta
Nampula,Liúpo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Baixa,Baixo,Alto,Muito Alto,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Baixo,Alto,Alto,Muito Alto,Muito Baixo,Médio,Baixo,Muito Alta
Nampula,Malema,Baixo,Baixo,Médio,Muito Alto,Alta,Baixo,Muito Alto,Muito Alto,Médio,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Baixo,Alto,Alto,Muito Alto,Muito Baixo,Médio,Baixo,Muito Alta
Nampula,Meconta,Alto,Baixo,Baixo,Muito Alto,Muito Baixa,Baixo,Alto,Muito Alto,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Baixo,Alto,Alto,Muito Alto,Muito Baixo,Médio,Baixo,Muito Alta
Nampula,Mecuburi,Baixo,Muito Baixo,Muito Baixo,Muito Alto,Baixa,Muito Baixo,Médio,Muito Alto,Médio,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Baixo,Alto,Alto,Muito Alto,Muito Baixo,Médio,Baixo,Muito Alta
Nampula,Memba,Muito Baixo,Baixo,Muito Baixo,Muito Alto,Muito Alta,Baixo,Muito Baixo,Muito Alto,Muito Baixo,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Baixo,Alto,Alto,Muito Alto,Muito Baixo,Médio,Baixo,Muito Alta
Nampula,Mogincual,Baixo,Muito Baixo,Muito Baixo,Muito Alto,Baixa,Médio,Alto,Muito Alto,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Baixo,Alto,Alto,Muito Alto,Muito Baixo,Médio,Baixo,Muito Alta
Nampula,Mogovolas,Baixo,Médio,Médio,Muito Alto,Muito Alta,Baixo,Médio,Muito Alto,Baixo,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Baixo,Alto,Alto,Muito Alto,Muito Baixo,Médio,Baixo,Muito Alta
Nampula,Moma,Baixo,Médio,Muito Baixo,Muito Alto,Baixa,Muito Baixo,Médio,Muito Alto,Médio,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Baixo,Alto,Alto,Muito Alto,Muito Baixo,Médio,Baixo,Muito Alta
Nampula,Monapo,Médio,Baixo,Muito Baixo,Muito Alto,Média,Baixo,Alto,Muito Alto,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Baixo,Alto,Alto,Muito Alto,Muito Baixo,Médio,Baixo,Muito Alta
Nampula,Mossuril,Baixo,Baixo,Baixo,Muito Alto,Média,Médio,Muito Alto,Muito Alto,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Baixo,Alto,Alto,Muito Alto,Muito Baixo,Médio,Baixo,Muito Alta
Nampula,Muecate,Baixo,Muito Baixo,Baixo,Médio,Baixa,Baixo,Alto,Muito Alto,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Baixo,Alto,Alto,Muito Alto,Muito Baixo,Médio,Baixo,Muito Alta
Nampula,Murrupula,Baixo,Baixo,Baixo,Médio,Baixa,Baixo,Médio,Muito Alto,Médio,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Baixo,Alto,Alto,Muito Alto,Muito Baixo,Médio,Baixo,Muito Alta
Nampula,Nacala,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Baixa,Baixo,Médio,Muito Alto,Baixo,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Baixo,Alto,Alto,Muito Alto,Muito Baixo,Médio,Baixo,Muito Alta
Nampula,Nacala-A-Velha,Médio,Médio,Baixo,Médio,Baixa,Baixo,Muito Alto,Muito Alto,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Baixo,Alto,Alto,Muito Alto,Muito Baixo,Médio,Baixo,Muito Alta
Nampula,Nacaroa,Médio,Muito Baixo,Muito Baixo,Muito Alto,Baixa,Baixo,Alto,Muito Alto,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Baixo,Alto,Alto,Muito Alto,Muito Baixo,Médio,Baixo,Muito Alta
Nampula,Rapale,Baixo,Alto,Baixo,Alto,Baixa,Baixo,Muito Alto,Muito Alto,Muito Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Baixo,Alto,Alto,Muito Alto,Muito Baixo,Médio,Baixo,Muito Alta
Nampula,Ribaue,Alto,Muito Baixo,Médio,Muito Alto,Baixa,Baixo,Alto,Muito Alto,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Baixo,Alto,Alto,Muito Alto,Muito Baixo,Médio,Baixo,Muito Alta
Niassa,Chimbonila,Médio,Muito Baixo,Baixo,Alto,Muito Baixa,Baixo,Muito Alto,Muito Alto,Muito Alto,Baixo,Baixo,Médio,Médio,Médio,Baixo,Baixo,Muito Baixo,Baixo,Baixo,Baixo,Baixo,Médio,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Alto,Muito Alto,Muito Alto,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Muito Alta
Niassa,Cidade De Lichinga,Muito Alto,Muito Baixo,Muito Alto,Alto,Alta,Alto,Alto,Muito Alto,Médio,Baixo,Baixo,Médio,Médio,Médio,Baixo,Baixo,Muito Baixo,Baixo,Baixo,Baixo,Baixo,Médio,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Alto,Muito Alto,Muito Alto,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Muito Alta
Niassa,Cuamba,Alto,Alto,Alto,Alto,Média,Médio,Médio,Muito Alto,Médio,Baixo,Baixo,Médio,Médio,Médio,Baixo,Baixo,Muito Baixo,Baixo,Baixo,Baixo,Baixo,Médio,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Alto,Muito Alto,Muito Alto,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Muito Alta
Niassa,Ilha Licom,Alto,Muito Baixo,Alto,Alto,Muito Alta,Alto,Muito Alto,Muito Alto,Muito Alto,Baixo,Baixo,Médio,Médio,Médio,Baixo,Baixo,Muito Baixo,Baixo,Baixo,Baixo,Baixo,Médio,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Alto,Muito Alto,Muito Alto,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Muito Alta
Niassa,Ilha Risunodo,Alto,Muito Baixo,Alto,Alto,Muito Alta,Alto,Muito Alto,Muito Alto,Muito Alto,Baixo,Baixo,Médio,Médio,Médio,Baixo,Baixo,Muito Baixo,Baixo,Baixo,Baixo,Baixo,Médio,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Alto,Muito Alto,Muito Alto,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Muito Alta
Niassa,Lago,Alto,Muito Baixo,Médio,Muito Baixo,Média,Alto,Alto,Muito Alto,Alto,Baixo,Baixo,Médio,Médio,Médio,Baixo,Baixo,Muito Baixo,Baixo,Baixo,Baixo,Baixo,Médio,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Alto,Muito Alto,Muito Alto,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Muito Alta
Niassa,Lago Niassa,Baixo,Muito Baixo,Alto,Alto,Muito Alta,Alto,Muito Alto,Muito Alto,Muito Alto,Baixo,Baixo,Médio,Médio,Médio,Baixo,Baixo,Muito Baixo,Baixo,Baixo,Baixo,Baixo,Médio,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Alto,Muito Alto,Muito Alto,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Muito Alta
Niassa,Majune,Médio,Muito Baixo,Alto,Alto,Muito Alta,Médio,Muito Alto,Muito Alto,Alto,Baixo,Baixo,Médio,Médio,Médio,Baixo,Baixo,Muito Baixo,Baixo,Baixo,Baixo,Baixo,Médio,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Alto,Muito Alto,Muito Alto,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Muito Alta
Niassa,Mandimba,Médio,Baixo,Alto,Muito Baixo,Muito Alta,Alto,Alto,Muito Alto,Médio,Baixo,Baixo,Médio,Médio,Médio,Baixo,Baixo,Muito Baixo,Baixo,Baixo,Baixo,Baixo,Médio,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Alto,Muito Alto,Muito Alto,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Muito Alta
Niassa,Marrupa,Alto,Alto,Muito Alto,Alto,Média,Médio,Médio,Muito Alto,Médio,Baixo,Baixo,Médio,Médio,Médio,Baixo,Baixo,Muito Baixo,Baixo,Baixo,Baixo,Baixo,Médio,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Alto,Muito Alto,Muito Alto,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Muito Alta
Niassa,Maua,Baixo,Muito Baixo,Baixo,Alto,Alta,Alto,Alto,Muito Alto,Alto,Baixo,Baixo,Médio,Médio,Médio,Baixo,Baixo,Muito Baixo,Baixo,Baixo,Baixo,Baixo,Médio,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Alto,Muito Alto,Muito Alto,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Muito Alta
Niassa,Mavago,Alto,Muito Baixo,Alto,Alto,Média,Médio,Muito Alto,Muito Alto,Alto,Baixo,Baixo,Médio,Médio,Médio,Baixo,Baixo,Muito Baixo,Baixo,Baixo,Baixo,Baixo,Médio,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Alto,Muito Alto,Muito Alto,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Muito Alta
Niassa,Mecanhelas,Médio,Baixo,Médio,Médio,Muito Alta,Médio,Alto,Muito Alto,Médio,Baixo,Baixo,Médio,Médio,Médio,Baixo,Baixo,Muito Baixo,Baixo,Baixo,Baixo,Baixo,Médio,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Alto,Muito Alto,Muito Alto,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Muito Alta
Niassa,Mecula,Alto,Muito Baixo,Alto,Alto,Média,Médio,Baixo,Muito Alto,Muito Baixo,Baixo,Baixo,Médio,Médio,Médio,Baixo,Baixo,Muito Baixo,Baixo,Baixo,Baixo,Baixo,Médio,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Alto,Muito Alto,Muito Alto,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Muito Alta
Niassa,Metarica,Alto,Muito Baixo,Muito Alto,Alto,Alta,Alto,Muito Alto,Muito Alto,Muito Alto,Baixo,Baixo,Médio,Médio,Médio,Baixo,Baixo,Muito Baixo,Baixo,Baixo,Baixo,Baixo,Médio,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Alto,Muito Alto,Muito Alto,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Muito Alta
Niassa,Muembe,Médio,Muito Baixo,Muito Baixo,Médio,Muito Alta,Alto,Alto,Muito Alto,Alto,Baixo,Baixo,Médio,Médio,Médio,Baixo,Baixo,Muito Baixo,Baixo,Baixo,Baixo,Baixo,Médio,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Alto,Muito Alto,Muito Alto,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Muito Alta
Niassa,Ngauma,Médio,Muito Baixo,Médio,Alto,Baixa,Alto,Muito Alto,Muito Alto,Muito Alto,Baixo,Baixo,Médio,Médio,Médio,Baixo,Baixo,Muito Baixo,Baixo,Baixo,Baixo,Baixo,Médio,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Alto,Muito Alto,Muito Alto,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Muito Alta
Niassa,Nipepe,Médio,Muito Baixo,Alto,Alto,Muito Alta,Muito Alto,Muito Alto,Muito Alto,Alto,Baixo,Baixo,Médio,Médio,Médio,Baixo,Baixo,Muito Baixo,Baixo,Baixo,Baixo,Baixo,Médio,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Alto,Muito Alto,Muito Alto,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Muito Alta
Niassa,Sanga,Alto,Muito Baixo,Baixo,Médio,Muito Alta,Alto,Muito Alto,Muito Alto,Muito Alto,Baixo,Baixo,Médio,Médio,Médio,Baixo,Baixo,Muito Baixo,Baixo,Baixo,Baixo,Baixo,Médio,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Baixo,Alto,Muito Alto,Muito Alto,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Muito Alta
Sofala,Buzi,Alto,Médio,Médio,Baixo,Muito Baixa,Alto,Médio,Muito Alto,Baixo,Médio,Médio,Médio,Médio,Alto,Alto,Alto,Alto,Alto,Médio,Alto,Médio,Alto,Muito Alto,Médio,Alto,Médio,Muito Alto,Médio,Muito Alto,Baixo,Muito Alto,Muito Alto,Baixo,Baixo,Alto,Alto,Alto,Média
Sofala,Caia,Alto,Muito Baixo,Baixo,Muito Baixo,Baixa,Alto,Médio,Muito Alto,Médio,Médio,Médio,Médio,Médio,Alto,Alto,Alto,Alto,Alto,Médio,Alto,Médio,Alto,Muito Alto,Médio,Alto,Médio,Muito Alto,Médio,Muito Alto,Baixo,Muito Alto,Muito Alto,Baixo,Baixo,Alto,Alto,Alto,Média
